
Checking checkpoint status...
2025-02-04 18:06:47,816 - WARNING - Checkpoint directory exists but no checkpoints found.
2025-02-04 18:06:47,816 - INFO - Continuing with training...
{'loss': 5.2168, 'grad_norm': 22.839014053344727, 'learning_rate': 5.050505050505051e-06, 'epoch': 0.08}
{'eval_loss': 18.087072372436523, 'eval_perplexity': 71633424.0, 'eval_runtime': 21.2138, 'eval_samples_per_second': 2.357, 'eval_steps_per_second': 1.178, 'epoch': 15.04}
{'loss': 0.4882, 'grad_norm': 3.114933967590332, 'learning_rate': 0.00011475478668255222, 'epoch': 15.11}
{'loss': 0.4955, 'grad_norm': 3.2622499465942383, 'learning_rate': 0.00011388239319470036, 'epoch': 15.19}
{'loss': 0.5193, 'grad_norm': 2.77292537689209, 'learning_rate': 0.00011300892104359634, 'epoch': 15.26}
{'loss': 0.5192, 'grad_norm': 3.2197248935699463, 'learning_rate': 0.0001121344380981082, 'epoch': 15.34}
{'loss': 0.5042, 'grad_norm': 3.0011472702026367, 'learning_rate': 0.00011125901230564271, 'epoch': 15.42}
{'loss': 0.5204, 'grad_norm': 3.3307719230651855, 'learning_rate': 0.00011038271168686603, 'epoch': 15.49}
{'loss': 0.521, 'grad_norm': 3.4559526443481445, 'learning_rate': 0.00010950560433041826, 'epoch': 15.57}
{'loss': 0.5291, 'grad_norm': 3.1627402305603027, 'learning_rate': 0.00010862775838762332, 'epoch': 15.64}
{'loss': 0.5262, 'grad_norm': 3.236560583114624, 'learning_rate': 0.0001077492420671931, 'epoch': 15.72}
{'loss': 0.537, 'grad_norm': 3.20062518119812, 'learning_rate': 0.0001068701236299281, 'epoch': 15.79}
{'eval_loss': 18.279403686523438, 'eval_perplexity': 86824872.0, 'eval_runtime': 21.2899, 'eval_samples_per_second': 2.349, 'eval_steps_per_second': 1.174, 'epoch': 15.79}
{'loss': 0.5423, 'grad_norm': 3.5802700519561768, 'learning_rate': 0.0001059904713834133, 'epoch': 15.87}
{'loss': 0.5288, 'grad_norm': 3.1492726802825928, 'learning_rate': 0.00010511035367671056, 'epoch': 15.94}
{'loss': 0.5411, 'grad_norm': 2.714109182357788, 'learning_rate': 0.00010422983889504831, 'epoch': 16.02}
{'loss': 0.4337, 'grad_norm': 2.705477714538574, 'learning_rate': 0.00010334899545450753, 'epoch': 16.09}
{'loss': 0.4369, 'grad_norm': 2.776242256164551, 'learning_rate': 0.00010246789179670611, 'epoch': 16.17}
{'loss': 0.4439, 'grad_norm': 2.9115960597991943, 'learning_rate': 0.00010158659638348081, 'epoch': 16.24}
{'loss': 0.4551, 'grad_norm': 3.2022228240966797, 'learning_rate': 0.00010070517769156782, 'epoch': 16.32}
{'loss': 0.4653, 'grad_norm': 3.0557031631469727, 'learning_rate': 9.982370420728212e-05, 'epoch': 16.39}
{'loss': 0.4639, 'grad_norm': 3.0696566104888916, 'learning_rate': 9.894224442119607e-05, 'epoch': 16.47}
{'loss': 0.4658, 'grad_norm': 3.0486443042755127, 'learning_rate': 9.806086682281758e-05, 'epoch': 16.54}
{'eval_loss': 18.33244514465332, 'eval_perplexity': 91554512.0, 'eval_runtime': 20.9859, 'eval_samples_per_second': 2.383, 'eval_steps_per_second': 1.191, 'epoch': 16.54}
{'loss': 0.4693, 'grad_norm': 2.9316956996917725, 'learning_rate': 9.717963989526869e-05, 'epoch': 16.62}
{'loss': 0.4958, 'grad_norm': 3.2640671730041504, 'learning_rate': 9.629863210996419e-05, 'epoch': 16.69}
{'loss': 0.4924, 'grad_norm': 3.373999834060669, 'learning_rate': 9.541791192129164e-05, 'epoch': 16.77}
{'loss': 0.4826, 'grad_norm': 3.3339266777038574, 'learning_rate': 9.453754776129218e-05, 'epoch': 16.85}
{'loss': 0.4751, 'grad_norm': 3.2325947284698486, 'learning_rate': 9.365760803434355e-05, 'epoch': 16.92}
{'loss': 0.4849, 'grad_norm': 3.2654664516448975, 'learning_rate': 9.277816111184503e-05, 'epoch': 17.0}
{'loss': 0.399, 'grad_norm': 2.7017595767974854, 'learning_rate': 9.189927532690481e-05, 'epoch': 17.07}
{'loss': 0.3953, 'grad_norm': 2.7032179832458496, 'learning_rate': 9.102101896903084e-05, 'epoch': 17.14}
{'loss': 0.4021, 'grad_norm': 2.9260807037353516, 'learning_rate': 9.01434602788244e-05, 'epoch': 17.22}
{'loss': 0.4097, 'grad_norm': 2.9759058952331543, 'learning_rate': 8.926666744267793e-05, 'epoch': 17.29}
{'eval_loss': 18.53432273864746, 'eval_perplexity': 112035096.0, 'eval_runtime': 21.1082, 'eval_samples_per_second': 2.369, 'eval_steps_per_second': 1.184, 'epoch': 17.29}
{'loss': 0.4138, 'grad_norm': 3.0607948303222656, 'learning_rate': 8.839070858747697e-05, 'epoch': 17.37}
{'loss': 0.4165, 'grad_norm': 2.916325330734253, 'learning_rate': 8.751565177530669e-05, 'epoch': 17.45}
{'loss': 0.4184, 'grad_norm': 2.9413063526153564, 'learning_rate': 8.664156499816337e-05, 'epoch': 17.52}
{'loss': 0.4295, 'grad_norm': 3.2266488075256348, 'learning_rate': 8.57685161726715e-05, 'epoch': 17.6}
{'loss': 0.4313, 'grad_norm': 3.0632832050323486, 'learning_rate': 8.489657313480663e-05, 'epoch': 17.67}
{'loss': 0.4351, 'grad_norm': 3.1567256450653076, 'learning_rate': 8.402580363462451e-05, 'epoch': 17.75}
{'loss': 0.4304, 'grad_norm': 2.93239426612854, 'learning_rate': 8.315627533099696e-05, 'epoch': 17.82}
{'loss': 0.4319, 'grad_norm': 3.132978916168213, 'learning_rate': 8.228805578635456e-05, 'epoch': 17.9}
{'loss': 0.4352, 'grad_norm': 3.302231550216675, 'learning_rate': 8.142121246143738e-05, 'epoch': 17.97}
{'loss': 0.4015, 'grad_norm': 2.74232816696167, 'learning_rate': 8.055581271005292e-05, 'epoch': 18.05}
{'eval_loss': 18.52897071838379, 'eval_perplexity': 111437080.0, 'eval_runtime': 21.5447, 'eval_samples_per_second': 2.321, 'eval_steps_per_second': 1.16, 'epoch': 18.05}
{'loss': 0.3548, 'grad_norm': 2.7212345600128174, 'learning_rate': 7.969192377384299e-05, 'epoch': 18.12}
{'loss': 0.3584, 'grad_norm': 2.6272706985473633, 'learning_rate': 7.882961277705895e-05, 'epoch': 18.2}
{'loss': 0.3698, 'grad_norm': 3.069793701171875, 'learning_rate': 7.796894672134594e-05, 'epoch': 18.27}
{'loss': 0.3685, 'grad_norm': 2.6169657707214355, 'learning_rate': 7.710999248053722e-05, 'epoch': 18.35}
{'loss': 0.3729, 'grad_norm': 2.674267292022705, 'learning_rate': 7.62528167954578e-05, 'epoch': 18.42}
{'loss': 0.378, 'grad_norm': 2.9345624446868896, 'learning_rate': 7.539748626873866e-05, 'epoch': 18.5}
{'loss': 0.3941, 'grad_norm': 2.9333817958831787, 'learning_rate': 7.454406735964199e-05, 'epoch': 18.57}
{'loss': 0.3921, 'grad_norm': 3.0046920776367188, 'learning_rate': 7.369262637889688e-05, 'epoch': 18.65}
{'loss': 0.3833, 'grad_norm': 3.250401735305786, 'learning_rate': 7.28432294835474e-05, 'epoch': 18.73}
{'loss': 0.3929, 'grad_norm': 2.8614649772644043, 'learning_rate': 7.199594267181194e-05, 'epoch': 18.8}
{'eval_loss': 18.61429786682129, 'eval_perplexity': 121363152.0, 'eval_runtime': 21.1909, 'eval_samples_per_second': 2.36, 'eval_steps_per_second': 1.18, 'epoch': 18.8}
{'loss': 0.3894, 'grad_norm': 3.0179479122161865, 'learning_rate': 7.115083177795507e-05, 'epoch': 18.88}
{'loss': 0.3949, 'grad_norm': 2.9268834590911865, 'learning_rate': 7.030796246717255e-05, 'epoch': 18.95}
{'loss': 0.3842, 'grad_norm': 2.2573156356811523, 'learning_rate': 6.94674002304887e-05, 'epoch': 19.02}
{'loss': 0.3227, 'grad_norm': 2.8505427837371826, 'learning_rate': 6.862921037966815e-05, 'epoch': 19.1}
{'loss': 0.3383, 'grad_norm': 2.915236711502075, 'learning_rate': 6.779345804214088e-05, 'epoch': 19.17}
{'loss': 0.335, 'grad_norm': 2.529571771621704, 'learning_rate': 6.696020815594177e-05, 'epoch': 19.25}
{'loss': 0.3351, 'grad_norm': 2.9685442447662354, 'learning_rate': 6.612952546466506e-05, 'epoch': 19.32}
{'loss': 0.3423, 'grad_norm': 2.72408127784729, 'learning_rate': 6.530147451243377e-05, 'epoch': 19.4}
{'loss': 0.3477, 'grad_norm': 2.5194435119628906, 'learning_rate': 6.447611963888442e-05, 'epoch': 19.48}
{'loss': 0.3472, 'grad_norm': 3.0387072563171387, 'learning_rate': 6.36535249741681e-05, 'epoch': 19.55}
{'eval_loss': 18.639089584350586, 'eval_perplexity': 124409560.0, 'eval_runtime': 20.902, 'eval_samples_per_second': 2.392, 'eval_steps_per_second': 1.196, 'epoch': 19.55}
{'loss': 0.3538, 'grad_norm': 2.944857120513916, 'learning_rate': 6.283375443396726e-05, 'epoch': 19.63}
{'loss': 0.3518, 'grad_norm': 2.9698240756988525, 'learning_rate': 6.201687171452973e-05, 'epoch': 19.7}
{'loss': 0.3624, 'grad_norm': 2.8388054370880127, 'learning_rate': 6.120294028771938e-05, 'epoch': 19.78}
{'loss': 0.3527, 'grad_norm': 3.037086248397827, 'learning_rate': 6.039202339608432e-05, 'epoch': 19.85}
{'loss': 0.3611, 'grad_norm': 2.5360732078552246, 'learning_rate': 5.958418404794306e-05, 'epoch': 19.93}
{'loss': 0.3632, 'grad_norm': 4.540112495422363, 'learning_rate': 5.877948501248858e-05, 'epoch': 20.0}
{'loss': 0.3029, 'grad_norm': 2.609049081802368, 'learning_rate': 5.797798881491138e-05, 'epoch': 20.08}
{'loss': 0.3076, 'grad_norm': 2.7850677967071533, 'learning_rate': 5.7179757731541164e-05, 'epoch': 20.15}
{'loss': 0.3058, 'grad_norm': 2.6210126876831055, 'learning_rate': 5.638485378500786e-05, 'epoch': 20.23}
{'loss': 0.3051, 'grad_norm': 2.502234697341919, 'learning_rate': 5.559333873942259e-05, 'epoch': 20.3}
{'eval_loss': 18.778162002563477, 'eval_perplexity': 142972384.0, 'eval_runtime': 23.8809, 'eval_samples_per_second': 2.094, 'eval_steps_per_second': 1.047, 'epoch': 20.3}
{'loss': 0.3118, 'grad_norm': 2.882908821105957, 'learning_rate': 5.4805274095578626e-05, 'epoch': 20.38}
{'loss': 0.3182, 'grad_norm': 2.828284502029419, 'learning_rate': 5.402072108617258e-05, 'epoch': 20.45}
{'loss': 0.3202, 'grad_norm': 2.703054666519165, 'learning_rate': 5.3239740671046864e-05, 'epoch': 20.53}
{'loss': 0.3159, 'grad_norm': 2.645190715789795, 'learning_rate': 5.24623935324529e-05, 'epoch': 20.6}
{'loss': 0.3135, 'grad_norm': 2.6595423221588135, 'learning_rate': 5.168874007033615e-05, 'epoch': 20.68}
{'loss': 0.3209, 'grad_norm': 2.938349723815918, 'learning_rate': 5.091884039764321e-05, 'epoch': 20.76}
{'loss': 0.3219, 'grad_norm': 2.9772872924804688, 'learning_rate': 5.0152754335650696e-05, 'epoch': 20.83}
{'loss': 0.328, 'grad_norm': 2.8995237350463867, 'learning_rate': 4.9390541409317504e-05, 'epoch': 20.91}
{'loss': 0.3303, 'grad_norm': 3.1665773391723633, 'learning_rate': 4.8632260842659393e-05, 'epoch': 20.98}
{'loss': 0.2928, 'grad_norm': 2.373162269592285, 'learning_rate': 4.787797155414742e-05, 'epoch': 21.05}
{'eval_loss': 18.784652709960938, 'eval_perplexity': 143903392.0, 'eval_runtime': 21.2402, 'eval_samples_per_second': 2.354, 'eval_steps_per_second': 1.177, 'epoch': 21.05}
{'loss': 0.282, 'grad_norm': 2.9362094402313232, 'learning_rate': 4.712773215213006e-05, 'epoch': 21.13}
{'loss': 0.2762, 'grad_norm': 2.268310546875, 'learning_rate': 4.638160093027908e-05, 'epoch': 21.2}
{'loss': 0.2905, 'grad_norm': 2.7947192192077637, 'learning_rate': 4.56396358630604e-05, 'epoch': 21.28}
{'loss': 0.2832, 'grad_norm': 2.7726075649261475, 'learning_rate': 4.490189460122925e-05, 'epoch': 21.36}
{'loss': 0.2833, 'grad_norm': 2.609720468521118, 'learning_rate': 4.416843446735077e-05, 'epoch': 21.43}
{'loss': 0.2933, 'grad_norm': 2.514599561691284, 'learning_rate': 4.343931245134616e-05, 'epoch': 21.51}
{'loss': 0.309, 'grad_norm': 2.8827760219573975, 'learning_rate': 4.271458520606432e-05, 'epoch': 21.58}
{'loss': 0.3049, 'grad_norm': 2.6216442584991455, 'learning_rate': 4.19943090428802e-05, 'epoch': 21.66}
{'loss': 0.2916, 'grad_norm': 2.7688422203063965, 'learning_rate': 4.127853992731913e-05, 'epoch': 21.73}
{'loss': 0.3022, 'grad_norm': 3.111152410507202, 'learning_rate': 4.0567333474708425e-05, 'epoch': 21.81}
{'eval_loss': 18.804590225219727, 'eval_perplexity': 146801248.0, 'eval_runtime': 21.1895, 'eval_samples_per_second': 2.36, 'eval_steps_per_second': 1.18, 'epoch': 21.81}
{'loss': 0.2988, 'grad_norm': 2.6438241004943848, 'learning_rate': 3.986074494585619e-05, 'epoch': 21.88}
{'loss': 0.2983, 'grad_norm': 2.334392547607422, 'learning_rate': 3.9158829242757245e-05, 'epoch': 21.96}
{'loss': 0.285, 'grad_norm': 2.344820022583008, 'learning_rate': 3.8461640904327564e-05, 'epoch': 22.03}
{'loss': 0.2636, 'grad_norm': 2.536944627761841, 'learning_rate': 3.776923410216636e-05, 'epoch': 22.11}
{'loss': 0.2592, 'grad_norm': 2.2250494956970215, 'learning_rate': 3.708166263634699e-05, 'epoch': 22.18}
{'loss': 0.2686, 'grad_norm': 2.432305097579956, 'learning_rate': 3.639897993123686e-05, 'epoch': 22.26}
{'loss': 0.2695, 'grad_norm': 2.6535556316375732, 'learning_rate': 3.5721239031346066e-05, 'epoch': 22.33}
{'loss': 0.2693, 'grad_norm': 2.5329232215881348, 'learning_rate': 3.504849259720611e-05, 'epoch': 22.41}
{'loss': 0.2736, 'grad_norm': 2.754826068878174, 'learning_rate': 3.438079290127791e-05, 'epoch': 22.48}
{'loss': 0.2777, 'grad_norm': 2.4246156215667725, 'learning_rate': 3.37181918238904e-05, 'epoch': 22.56}
{'eval_loss': 18.8841552734375, 'eval_perplexity': 158958752.0, 'eval_runtime': 21.3034, 'eval_samples_per_second': 2.347, 'eval_steps_per_second': 1.174, 'epoch': 22.56}
{'loss': 0.2751, 'grad_norm': 2.3367676734924316, 'learning_rate': 3.306074084920942e-05, 'epoch': 22.63}
{'loss': 0.2739, 'grad_norm': 2.4947397708892822, 'learning_rate': 3.240849106123732e-05, 'epoch': 22.71}
{'loss': 0.2819, 'grad_norm': 2.4602324962615967, 'learning_rate': 3.1761493139843735e-05, 'epoch': 22.79}
{'loss': 0.2838, 'grad_norm': 2.3593943119049072, 'learning_rate': 3.111979735682779e-05, 'epoch': 22.86}
{'loss': 0.2759, 'grad_norm': 2.576571464538574, 'learning_rate': 3.0483453572011922e-05, 'epoch': 22.94}
{'loss': 0.2832, 'grad_norm': 2.165067434310913, 'learning_rate': 2.9852511229367865e-05, 'epoch': 23.01}
{'loss': 0.2474, 'grad_norm': 2.1949450969696045, 'learning_rate': 2.922701935317481e-05, 'epoch': 23.08}
{'loss': 0.2467, 'grad_norm': 2.4947617053985596, 'learning_rate': 2.8607026544210114e-05, 'epoch': 23.16}
{'loss': 0.2567, 'grad_norm': 2.357998847961426, 'learning_rate': 2.7992580975973136e-05, 'epoch': 23.23}
{'loss': 0.256, 'grad_norm': 2.3045053482055664, 'learning_rate': 2.7383730390942076e-05, 'epoch': 23.31}
{'eval_loss': 18.977819442749023, 'eval_perplexity': 174567040.0, 'eval_runtime': 21.1789, 'eval_samples_per_second': 2.361, 'eval_steps_per_second': 1.18, 'epoch': 23.31}
{'loss': 0.2599, 'grad_norm': 2.3114490509033203, 'learning_rate': 2.678052209686448e-05, 'epoch': 23.39}
{'loss': 0.2546, 'grad_norm': 2.6054227352142334, 'learning_rate': 2.618300296308135e-05, 'epoch': 23.46}
{'loss': 0.2669, 'grad_norm': 2.3901994228363037, 'learning_rate': 2.5591219416885336e-05, 'epoch': 23.54}
{'loss': 0.2568, 'grad_norm': 2.898432731628418, 'learning_rate': 2.500521743991342e-05, 'epoch': 23.61}
{'loss': 0.2626, 'grad_norm': 2.475590229034424, 'learning_rate': 2.4425042564574184e-05, 'epoch': 23.69}
{'loss': 0.26, 'grad_norm': 2.5189201831817627, 'learning_rate': 2.385073987050974e-05, 'epoch': 23.76}
{'loss': 0.2502, 'grad_norm': 2.449498176574707, 'learning_rate': 2.3282353981093296e-05, 'epoch': 23.84}
{'loss': 0.2651, 'grad_norm': 2.6211235523223877, 'learning_rate': 2.2719929059961698e-05, 'epoch': 23.91}
{'loss': 0.2594, 'grad_norm': 2.5357043743133545, 'learning_rate': 2.2163508807583998e-05, 'epoch': 23.99}
{'loss': 0.2336, 'grad_norm': 2.105513334274292, 'learning_rate': 2.161313645786599e-05, 'epoch': 24.06}
{'eval_loss': 18.947126388549805, 'eval_perplexity': 169290448.0, 'eval_runtime': 21.305, 'eval_samples_per_second': 2.347, 'eval_steps_per_second': 1.173, 'epoch': 24.06}
{'loss': 0.2384, 'grad_norm': 2.144990921020508, 'learning_rate': 2.106885477479078e-05, 'epoch': 24.14}
{'loss': 0.2441, 'grad_norm': 2.5102572441101074, 'learning_rate': 2.0530706049096204e-05, 'epoch': 24.21}
{'loss': 0.2434, 'grad_norm': 2.2349915504455566, 'learning_rate': 1.9998732094988636e-05, 'epoch': 24.29}
{'loss': 0.2407, 'grad_norm': 2.6730878353118896, 'learning_rate': 1.947297424689414e-05, 'epoch': 24.36}
{'loss': 0.2438, 'grad_norm': 2.2084686756134033, 'learning_rate': 1.8953473356246842e-05, 'epoch': 24.44}
{'loss': 0.2512, 'grad_norm': 2.2925822734832764, 'learning_rate': 1.844026978831457e-05, 'epoch': 24.51}
{'loss': 0.2421, 'grad_norm': 2.5063095092773438, 'learning_rate': 1.7933403419062688e-05, 'epoch': 24.59}
{'loss': 0.2503, 'grad_norm': 2.258253335952759, 'learning_rate': 1.743291363205558e-05, 'epoch': 24.66}
{'loss': 0.251, 'grad_norm': 2.451939344406128, 'learning_rate': 1.6938839315396548e-05, 'epoch': 24.74}
{'loss': 0.2448, 'grad_norm': 2.2943873405456543, 'learning_rate': 1.6451218858706374e-05, 'epoch': 24.82}
{'eval_loss': 18.976037979125977, 'eval_perplexity': 174256336.0, 'eval_runtime': 21.6757, 'eval_samples_per_second': 2.307, 'eval_steps_per_second': 1.153, 'epoch': 24.82}
{'loss': 0.2446, 'grad_norm': 2.2890021800994873, 'learning_rate': 1.5970090150140162e-05, 'epoch': 24.89}
{'loss': 0.2487, 'grad_norm': 2.627812385559082, 'learning_rate': 1.5495490573443704e-05, 'epoch': 24.97}
{'loss': 0.2333, 'grad_norm': 2.1218085289001465, 'learning_rate': 1.5027457005048573e-05, 'epoch': 25.04}
{'loss': 0.2339, 'grad_norm': 2.0490927696228027, 'learning_rate': 1.4566025811206873e-05, 'epoch': 25.11}
{'loss': 0.2283, 'grad_norm': 2.5077099800109863, 'learning_rate': 1.4111232845165633e-05, 'epoch': 25.19}
{'loss': 0.241, 'grad_norm': 2.2194035053253174, 'learning_rate': 1.3663113444380905e-05, 'epoch': 25.26}
{'loss': 0.232, 'grad_norm': 2.3078701496124268, 'learning_rate': 1.3221702427772153e-05, 'epoch': 25.34}
{'loss': 0.2285, 'grad_norm': 2.489609956741333, 'learning_rate': 1.2787034093016726e-05, 'epoch': 25.42}
{'loss': 0.2304, 'grad_norm': 2.2271981239318848, 'learning_rate': 1.2359142213884933e-05, 'epoch': 25.49}
{'loss': 0.2369, 'grad_norm': 2.146568536758423, 'learning_rate': 1.1938060037615905e-05, 'epoch': 25.57}
{'eval_loss': 18.989439010620117, 'eval_perplexity': 176607264.0, 'eval_runtime': 21.2482, 'eval_samples_per_second': 2.353, 'eval_steps_per_second': 1.177, 'epoch': 25.57}
{'loss': 0.2376, 'grad_norm': 2.176694393157959, 'learning_rate': 1.1523820282334219e-05, 'epoch': 25.64}
{'loss': 0.2374, 'grad_norm': 2.4028193950653076, 'learning_rate': 1.1116455134507664e-05, 'epoch': 25.72}
{'loss': 0.238, 'grad_norm': 2.172454595565796, 'learning_rate': 1.071599624644638e-05, 'epoch': 25.79}
{'loss': 0.2396, 'grad_norm': 2.4018325805664062, 'learning_rate': 1.0322474733843501e-05, 'epoch': 25.87}
{'loss': 0.2423, 'grad_norm': 2.377622365951538, 'learning_rate': 9.935921173357442e-06, 'epoch': 25.94}
{'loss': 0.2342, 'grad_norm': 2.1032636165618896, 'learning_rate': 9.556365600236106e-06, 'epoch': 26.02}
{'loss': 0.2213, 'grad_norm': 2.3211188316345215, 'learning_rate': 9.183837505983028e-06, 'epoch': 26.09}
{'loss': 0.2253, 'grad_norm': 2.03688645362854, 'learning_rate': 8.818365836066101e-06, 'epoch': 26.17}
{'loss': 0.2278, 'grad_norm': 2.064164400100708, 'learning_rate': 8.45997898766827e-06, 'epoch': 26.24}
{'loss': 0.2234, 'grad_norm': 2.089677333831787, 'learning_rate': 8.108704807481283e-06, 'epoch': 26.32}
{'eval_loss': 19.0134334564209, 'eval_perplexity': 180896112.0, 'eval_runtime': 21.1994, 'eval_samples_per_second': 2.359, 'eval_steps_per_second': 1.179, 'epoch': 26.32}
{'loss': 0.2291, 'grad_norm': 2.0687685012817383, 'learning_rate': 7.764570589541875e-06, 'epoch': 26.39}
{'loss': 0.2308, 'grad_norm': 2.244814395904541, 'learning_rate': 7.427603073110967e-06, 'epoch': 26.47}
{'loss': 0.2302, 'grad_norm': 2.3126819133758545, 'learning_rate': 7.097828440596199e-06, 'epoch': 26.54}
{'loss': 0.2321, 'grad_norm': 2.147221088409424, 'learning_rate': 6.7752723155174226e-06, 'epoch': 26.62}
{'loss': 0.2304, 'grad_norm': 2.129309892654419, 'learning_rate': 6.459959760515766e-06, 'epoch': 26.69}
{'loss': 0.2268, 'grad_norm': 2.041529655456543, 'learning_rate': 6.1519152754063394e-06, 'epoch': 26.77}
{'loss': 0.2313, 'grad_norm': 2.630467653274536, 'learning_rate': 5.851162795274445e-06, 'epoch': 26.85}
{'loss': 0.2287, 'grad_norm': 2.285182237625122, 'learning_rate': 5.557725688616e-06, 'epoch': 26.92}
{'loss': 0.2344, 'grad_norm': 2.147138833999634, 'learning_rate': 5.271626755521719e-06, 'epoch': 27.0}
{'loss': 0.2235, 'grad_norm': 2.147143602371216, 'learning_rate': 4.992888225905468e-06, 'epoch': 27.07}
{'eval_loss': 19.013813018798828, 'eval_perplexity': 180964784.0, 'eval_runtime': 21.1445, 'eval_samples_per_second': 2.365, 'eval_steps_per_second': 1.182, 'epoch': 27.07}
{'loss': 0.222, 'grad_norm': 1.9016168117523193, 'learning_rate': 4.721531757777142e-06, 'epoch': 27.14}
{'loss': 0.2301, 'grad_norm': 2.181182384490967, 'learning_rate': 4.457578435559728e-06, 'epoch': 27.22}
{'loss': 0.2261, 'grad_norm': 2.150325298309326, 'learning_rate': 4.20104876845111e-06, 'epoch': 27.29}
{'loss': 0.22, 'grad_norm': 1.9358934164047241, 'learning_rate': 3.951962688830468e-06, 'epoch': 27.37}
{'loss': 0.2237, 'grad_norm': 2.334411382675171, 'learning_rate': 3.7103395507095184e-06, 'epoch': 27.45}
{'loss': 0.2224, 'grad_norm': 1.9447740316390991, 'learning_rate': 3.476198128228736e-06, 'epoch': 27.52}
{'loss': 0.2246, 'grad_norm': 1.9543168544769287, 'learning_rate': 3.24955661419859e-06, 'epoch': 27.6}
{'loss': 0.2213, 'grad_norm': 2.140958070755005, 'learning_rate': 3.030432618685952e-06, 'epoch': 27.67}
{'loss': 0.231, 'grad_norm': 2.162015438079834, 'learning_rate': 2.818843167645835e-06, 'epoch': 27.75}
{'loss': 0.2218, 'grad_norm': 2.0995028018951416, 'learning_rate': 2.6148047015983834e-06, 'epoch': 27.82}
{'eval_loss': 19.03487777709961, 'eval_perplexity': 184817200.0, 'eval_runtime': 24.1551, 'eval_samples_per_second': 2.07, 'eval_steps_per_second': 1.035, 'epoch': 27.82}
{'loss': 0.2281, 'grad_norm': 2.185422897338867, 'learning_rate': 2.418333074351531e-06, 'epoch': 27.9}
{'loss': 0.2191, 'grad_norm': 2.2240402698516846, 'learning_rate': 2.2294435517691503e-06, 'epoch': 27.97}
{'loss': 0.2249, 'grad_norm': 2.0105812549591064, 'learning_rate': 2.0481508105848146e-06, 'epoch': 28.05}
{'loss': 0.2244, 'grad_norm': 2.308326005935669, 'learning_rate': 1.874468937261531e-06, 'epoch': 28.12}
{'loss': 0.2186, 'grad_norm': 2.094604015350342, 'learning_rate': 1.7084114268971275e-06, 'epoch': 28.2}
{'loss': 0.2143, 'grad_norm': 1.9335719347000122, 'learning_rate': 1.5499911821756918e-06, 'epoch': 28.27}
{'loss': 0.2239, 'grad_norm': 2.2929673194885254, 'learning_rate': 1.3992205123651182e-06, 'epoch': 28.35}
{'loss': 0.2242, 'grad_norm': 2.1718590259552, 'learning_rate': 1.2561111323605712e-06, 'epoch': 28.42}
{'loss': 0.2235, 'grad_norm': 2.064138889312744, 'learning_rate': 1.120674161774271e-06, 'epoch': 28.5}
{'loss': 0.222, 'grad_norm': 2.0266711711883545, 'learning_rate': 9.929201240715501e-07, 'epoch': 28.57}
{'eval_loss': 19.02109146118164, 'eval_perplexity': 182286736.0, 'eval_runtime': 21.0794, 'eval_samples_per_second': 2.372, 'eval_steps_per_second': 1.186, 'epoch': 28.57}
{'loss': 0.2208, 'grad_norm': 2.256944179534912, 'learning_rate': 8.728589457530855e-07, 'epoch': 28.65}
{'loss': 0.2134, 'grad_norm': 1.9591902494430542, 'learning_rate': 7.604999555837045e-07, 'epoch': 28.73}
{'loss': 0.2231, 'grad_norm': 2.123772382736206, 'learning_rate': 6.558518838674532e-07, 'epoch': 28.8}
{'loss': 0.2249, 'grad_norm': 2.1293370723724365, 'learning_rate': 5.589228617693288e-07, 'epoch': 28.88}
{'loss': 0.2214, 'grad_norm': 2.0444986820220947, 'learning_rate': 4.6972042068341714e-07, 'epoch': 28.95}
{'loss': 0.2172, 'grad_norm': 2.2180228233337402, 'learning_rate': 3.88251491647762e-07, 'epoch': 29.02}
{'loss': 0.2239, 'grad_norm': 2.0968031883239746, 'learning_rate': 3.145224048057727e-07, 'epoch': 29.1}
{'loss': 0.2145, 'grad_norm': 1.8944971561431885, 'learning_rate': 2.485388889143958e-07, 'epoch': 29.17}
{'loss': 0.2176, 'grad_norm': 2.046034336090088, 'learning_rate': 1.9030607089902674e-07, 'epoch': 29.25}
{'loss': 0.2207, 'grad_norm': 1.9450173377990723, 'learning_rate': 1.3982847545507271e-07, 'epoch': 29.32}
{'eval_loss': 19.023359298706055, 'eval_perplexity': 182700592.0, 'eval_runtime': 21.521, 'eval_samples_per_second': 2.323, 'eval_steps_per_second': 1.162, 'epoch': 29.32}
{'loss': 0.2219, 'grad_norm': 2.298644781112671, 'learning_rate': 9.711002469642294e-08, 'epoch': 29.4}
{'loss': 0.2244, 'grad_norm': 2.0028162002563477, 'learning_rate': 6.21540378507035e-08, 'epoch': 29.48}
{'loss': 0.2259, 'grad_norm': 2.164163589477539, 'learning_rate': 3.496323100138366e-08, 'epoch': 29.55}
{'loss': 0.2136, 'grad_norm': 2.02179217338562, 'learning_rate': 1.553971687667799e-08, 'epoch': 29.63}
{'loss': 0.2215, 'grad_norm': 2.00205659866333, 'learning_rate': 3.8850046854777e-09, 'epoch': 29.7}
{'loss': 0.2198, 'grad_norm': 1.9453668594360352, 'learning_rate': 0.0, 'epoch': 29.78}
{'train_runtime': 12371.3973, 'train_samples_per_second': 5.136, 'train_steps_per_second': 0.32, 'train_loss': 0.8417036490608948, 'epoch': 29.78}
100%|
